,Country,Time,PopMale,PopFemale,PopTotal,PopDensity
4002,Guadeloupe,2003,"196,051","214,817","410,868",252.376
4003,Guadeloupe,2004,"192,631","213,437","406,068",249.428
4004,Guadeloupe,2005,"190,11","212,793","402,903",247.483
4005,Guadeloupe,2006,"188,717","213,092","401,809",246.811
4006,Guadeloupe,2007,"188,263","214,142","402,405",247.178
4007,Guadeloupe,2008,"188,393","215,574","403,967",248.137
4008,Guadeloupe,2009,"188,617","216,827","405,444",249.044
4009,Guadeloupe,2010,"188,556","217,517","406,073",249.431
4010,Guadeloupe,2011,"188,122","217,521","405,643",249.166
4011,Guadeloupe,2012,"187,455","216,991","404,446",248.431
4012,Guadeloupe,2013,"186,676","216,15","402,826",247.436
4013,Guadeloupe,2014,"185,949","215,356","401,305",246.502
4014,Guadeloupe,2015,"185,411","214,849","400,26",245.86
4015,Guadeloupe,2016,"185,068","214,692","399,76",245.553
4016,Guadeloupe,2017,"184,874","214,805","399,679",245.503
4017,Guadeloupe,2018,"184,772","215,076","399,848",245.607
4018,Guadeloupe,2019,"184,686","215,362","400,048",245.73
4019,Guadeloupe,2020,"184,556","215,571","400,127",245.778
4020,Guam,2001,"79,845","76,55","156,395",289.62
4021,Guam,2002,"80,173","77,0","157,173",291.061
4022,Guam,2003,"80,431","77,292","157,723",292.08
4023,Guam,2004,"80,609","77,485","158,094",292.767
4024,Guam,2005,"80,748","77,658","158,406",293.344
4025,Guam,2006,"80,839","77,81","158,649",293.794
4026,Guam,2007,"80,896","77,952","158,848",294.163
4027,Guam,2008,"80,942","78,095","159,037",294.513
4028,Guam,2009,"80,978","78,254","159,232",294.874
4029,Guam,2010,"81,023","78,416","159,439",295.257
4030,Guam,2011,"81,093","78,597","159,69",295.722
4031,Guam,2012,"81,175","78,815","159,99",296.278
4032,Guam,2013,"81,328","79,087","160,415",297.065
4033,Guam,2014,"81,556","79,451","161,007",298.161
4034,Guam,2015,"81,917","79,934","161,851",299.724
4035,Guam,2016,"82,41","80,538","162,948",301.756
4036,Guam,2017,"83,029","81,252","164,281",304.224
4037,Guam,2018,"83,723","82,047","165,77",306.981
4038,Guam,2019,"84,437","82,858","167,295",309.806
4039,Guam,2020,"85,14","83,643","168,783",312.561
4040,Guatemala,2001,"5,848,515","6,076,426","11,924,941",111.282
4041,Guatemala,2002,"5,986,326","6,222,528","12,208,854",113.931
4042,Guatemala,2003,"6129,0","6,371,479","12,500,479",116.652
4043,Guatemala,2004,"6,274,837","6,522,089","12,796,926",119.419
4044,Guatemala,2005,"6,422,517","6,673,511","13,096,028",122.21
4045,Guatemala,2006,"6,571,647","6,825,375","13,397,022",125.019
4046,Guatemala,2007,"6,722,439","6,977,887","13,700,326",127.849
4047,Guatemala,2008,"6,874,966","7,131,454","14006,42",130.706
4048,Guatemala,2009,"7,029,513","7,286,738","14,316,251",133.597
4049,Guatemala,2010,"7,186,236","7,444,184","14630,42",136.529
4050,Guatemala,2011,"7,344,974","7,603,818","14,948,792",139.5
4051,Guatemala,2012,"7,505,427","7,765,347","15,270,774",142.504
4052,Guatemala,2013,"7,667,395","7,928,426","15,595,821",145.538
4053,Guatemala,2014,"7,830,659","8,092,579","15,923,238",148.593
4054,Guatemala,2015,"7995,0","8,257,425","16,252,425",151.665
4055,Guatemala,2016,"8160,28","8,422,799","16,583,079",154.751
4056,Guatemala,2017,"8,326,333","8,588,646","16,914,979",157.848
4057,Guatemala,2018,"8,492,956","8,754,899","17,247,855",160.954
4058,Guatemala,2019,"8659,95","8,921,526","17,581,476",164.068
4059,Guatemala,2020,"8,827,109","9,088,458","17,915,567",167.185
4060,Guinea,2001,"4,016,248","4,400,834","8,417,082",34.255
4061,Guinea,2002,"4,095,803","4,490,274","8,586,077",34.943
4062,Guinea,2003,"4,174,801","4,578,296","8,753,097",35.622
4063,Guinea,2004,"4,256,518","4,669,211","8,925,729",36.325
4064,Guinea,2005,"4,343,417","4,766,168","9,109,585",37.073
4065,Guinea,2006,"4,436,812","4,870,609","9,307,421",37.878
4066,Guinea,2007,"4,536,383","4,981,776","9,518,159",38.736
4067,Guinea,2008,"4,641,006","5097,79","9,738,796",39.634
4068,Guinea,2009,"4,748,735","5,215,735","9964,47",40.552
4069,Guinea,2010,"4,858,465","5,333,703","10,192,168",41.479
4070,Guinea,2011,"4969,53","5,450,929","10,420,459",42.408
4071,Guinea,2012,"5,083,247","5,568,785","10,652,032",43.35
4072,Guinea,2013,"5,202,759","5,690,062","10,892,821",44.33
4073,Guinea,2014,"5,332,362","5,818,608","11150,97",45.381
4074,Guinea,2015,"5,474,968","5,957,128","11,432,096",46.525
4075,Guinea,2016,"5,631,807","6,106,627","11,738,434",47.772
4076,Guinea,2017,"5,801,506","6266,01","12,067,516",49.111
4077,Guinea,2018,"5,981,068","6,433,224","12,414,292",50.522
4078,Guinea,2019,"6,166,075","6,605,171","12,771,246",51.975
4079,Guinea,2020,"6,353,234","6,779,558","13,132,792",53.446
4080,Guinea-Bissau,2001,"593,008","634,097","1,227,105",43.638
4081,Guinea-Bissau,2002,"605,833","648,621","1,254,454",44.611
4082,Guinea-Bissau,2003,"619,392","663,905","1,283,297",45.636
4083,Guinea-Bissau,2004,"633,751","679,741","1,313,492",46.71
4084,Guinea-Bissau,2005,"648,96","695,971","1,344,931",47.828
4085,Guinea-Bissau,2006,"665,041","712,541","1,377,582",48.989
4086,Guinea-Bissau,2007,"682,008","729,537","1,411,545",50.197
4087,Guinea-Bissau,2008,"699,852","747,084","1,446,936",51.456
4088,Guinea-Bissau,2009,"718,542","765,378","1483,92",52.771
4089,Guinea-Bissau,2010,"738,048","784,555","1,522,603",54.147
4090,Guinea-Bissau,2011,"758,36","804,636","1,562,996",55.583
4091,Guinea-Bissau,2012,"779,433","825,548","1,604,981",57.076
4092,Guinea-Bissau,2013,"801,147","847,112","1,648,259",58.615
4093,Guinea-Bissau,2014,"823,339","869,094","1,692,433",60.186
4094,Guinea-Bissau,2015,"845,894","891,313","1,737,207",61.778
4095,Guinea-Bissau,2016,"868,732","913,702","1,782,434",63.387
4096,Guinea-Bissau,2017,"891,865","936,281","1,828,146",65.012
4097,Guinea-Bissau,2018,"915,245","959,059","1,874,304",66.654
4098,Guinea-Bissau,2019,"938,863","982,054","1,920,917",68.311
4099,Guinea-Bissau,2020,"962,695","1,005,303","1,967,998",69.986
4100,Gulf Cooperation Council (GCC),2001,"17,122,545","13,093,618","30,216,163",11.744
4101,Gulf Cooperation Council (GCC),2002,"17716,67","13,415,284","31,131,954",12.1
4102,Gulf Cooperation Council (GCC),2003,"18,425,331","13,751,534","32,176,865",12.506
4103,Gulf Cooperation Council (GCC),2004,"19,300,241","14,130,222","33,430,463",12.993
4104,Gulf Cooperation Council (GCC),2005,"20,370,032","14,570,382","34,940,414",13.58
4105,Gulf Cooperation Council (GCC),2006,"21,658,102","15,075,924","36,734,026",14.277
4106,Gulf Cooperation Council (GCC),2007,"23,131,601","15,637,387","38,768,988",15.068
4107,Gulf Cooperation Council (GCC),2008,"24,693,061","16,243,241","40,936,302",15.91
4108,Gulf Cooperation Council (GCC),2009,"26,208,778","16,876,139","43,084,917",16.745
4109,Gulf Cooperation Council (GCC),2010,"27,581,217","17,520,761","45,101,978",17.529
4110,Gulf Cooperation Council (GCC),2011,"28,770,276","18,177,264","46947,54",18.246
4111,Gulf Cooperation Council (GCC),2012,"29,797,593","18,841,814","48,639,407",18.904
4112,Gulf Cooperation Council (GCC),2013,"30,702,931","19489,83","50,192,761",19.508
4113,Gulf Cooperation Council (GCC),2014,"31,553,626","20,090,628","51,644,254",20.072
4114,Gulf Cooperation Council (GCC),2015,"32,397,687","20,623,375","53,021,062",20.607
4115,Gulf Cooperation Council (GCC),2016,"33,245,113","21,075,556","54,320,669",21.112
4116,Gulf Cooperation Council (GCC),2017,"34,074,258","21,454,963","55,529,221",21.582
4117,Gulf Cooperation Council (GCC),2018,"34,864,826","21,786,809","56,651,635",22.018
4118,Gulf Cooperation Council (GCC),2019,"35,586,159","22108,2","57,694,359",22.423
4119,Gulf Cooperation Council (GCC),2020,"36,217,942","22,446,153","58,664,095",22.8
4120,Guyana,2001,"372,138","373,068","745,206",3.786
4121,Guyana,2002,"372,626","372,163","744,789",3.784
4122,Guyana,2003,"373,29","371,852","745,142",3.785
4123,Guyana,2004,"373,789","371,948","745,737",3.788
4124,Guyana,2005,"373,872","372,284","746,156",3.79
4125,Guyana,2006,"373,447","372,888","746,335",3.791
4126,Guyana,2007,"372,654","373,823","746,477",3.792
4127,Guyana,2008,"371,849","374,966","746,815",3.794
4128,Guyana,2009,"371,507","376,211","747,718",3.798
4129,Guyana,2010,"371,953","377,477","749,43",3.807
4130,Guyana,2011,"373,314","378,715","752,029",3.82
4131,Guyana,2012,"375,458","379,93","755,388",3.837
4132,Guyana,2013,"378,137","381,144","759,281",3.857
4133,Guyana,2014,"380,976","382,395","763,371",3.878
4134,Guyana,2015,"383,717","383,716","767,433",3.899
4135,Guyana,2016,"386,262","385,101","771,363",3.919
4136,Guyana,2017,"388,678","386,54","775,218",3.938
4137,Guyana,2018,"390,999","388,008","779,007",3.957
4138,Guyana,2019,"393,271","389,504","782,775",3.977
4139,Guyana,2020,"395,549","391,01","786,559",3.996
4140,Haiti,2001,"4,239,508","4,369,302","8608,81",312.366
4141,Haiti,2002,"4,311,673","4,442,475","8,754,148",317.64
4142,Haiti,2003,"4,384,193","4,515,915","8,900,108",322.936
4143,Haiti,2004,"4,457,288","4,589,794","9,047,082",328.269
4144,Haiti,2005,"4,531,087","4,664,202","9,195,289",333.646
4145,Haiti,2006,"4,605,611","4,739,173","9,344,784",339.071
4146,Haiti,2007,"4,680,726","4814,61","9,495,336",344.533
4147,Haiti,2008,"4,756,235","4,890,335","9646,57",350.021
4148,Haiti,2009,"4,831,903","4,966,143","9,798,046",355.517
4149,Haiti,2010,"4,907,495","5,041,823","9,949,318",361.006
4150,Haiti,2011,"4,983,003","5,117,317","10100,32",366.485
4151,Haiti,2012,"5,058,344","5,192,578","10,250,922",371.949
4152,Haiti,2013,"5,133,166","5,267,506","10,400,672",377.383
4153,Haiti,2014,"5,207,006","5,342,001","10,549,007",382.765
4154,Haiti,2015,"5279,57","5415,97","10695,54",388.082
4155,Haiti,2016,"5,350,621","5,489,355","10,839,976",393.323
4156,Haiti,2017,"5,420,284","5,562,083","10,982,367",398.489
4157,Haiti,2018,"5,489,045","5,634,138","11,123,183",403.599
4158,Haiti,2019,"5,557,596","5,705,483","11,263,079",408.675
4159,Haiti,2020,"5,626,445","5,776,088","11,402,533",413.735
4160,High-income countries,2001,"551,781,368","567,994,448","1,119,775,816",29.557
4161,High-income countries,2002,"555,727,347","571,596,876","1,127,324,223",29.756
4162,High-income countries,2003,"559,824,161","575,242,082","1,135,066,243",29.96
4163,High-income countries,2004,"564,137,963","578,994,435","1,143,132,398",30.173
4164,High-income countries,2005,"568,702,382","582,892,494","1,151,594,876",30.396
4165,High-income countries,2006,"573,548,884","586,954,565","1,160,503,449",30.632
4166,High-income countries,2007,"578,625,656","591,144,949","1,169,770,605",30.876
4167,High-income countries,2008,"583,779,118","595,380,782","1179159,9",31.124
4168,High-income countries,2009,"588,800,203","599,547,868","1,188,348,071",31.367
4169,High-income countries,2010,"593535,89","603,559,151","1,197,095,041",31.597
4170,High-income countries,2011,"597,918,259","607,384,322","1,205,302,581",31.814
4171,High-income countries,2012,"601,976,923","611031,59","1,213,008,513",32.017
4172,High-income countries,2013,"605,775,744","614,499,681","1,220,275,425",32.209
4173,High-income countries,2014,"609,423,287","617,799,699","1,227,222,986",32.393
4174,High-income countries,2015,"612994,86","620939,79","1233934,65",32.57
4175,High-income countries,2016,"616,510,938","623915,37","1,240,426,308",32.741
4176,High-income countries,2017,"619,930,602","626,717,858","1246648,46",32.905
4177,High-income countries,2018,"623,196,681","629349,65","1,252,546,331",33.061
4178,High-income countries,2019,"626227,58","631,815,904","1,258,043,484",33.206
4179,High-income countries,2020,"628,969,382","634,123,552","1,263,092,934",33.339
4180,Holy See,2001,nan,nan,"0,792",1800
4181,Holy See,2002,nan,nan,"0,792",1800
4182,Holy See,2003,nan,nan,"0,792",1800
4183,Holy See,2004,nan,nan,"0,795",1806.818
4184,Holy See,2005,nan,nan,"0,798",1813.636
4185,Holy See,2006,nan,nan,"0,795",1806.818
4186,Holy See,2007,nan,nan,"0,794",1804.545
4187,Holy See,2008,nan,nan,"0,792",1800
4188,Holy See,2009,nan,nan,"0,787",1788.636
4189,Holy See,2010,nan,nan,"0,783",1779.545
4190,Holy See,2011,nan,nan,"0,786",1786.364
4191,Holy See,2012,nan,nan,"0,786",1786.364
4192,Holy See,2013,nan,nan,"0,786",1786.364
4193,Holy See,2014,nan,nan,"0,785",1784.091
4194,Holy See,2015,nan,nan,"0,79",1795.455
4195,Holy See,2016,nan,nan,"0,791",1797.727
4196,Holy See,2017,nan,nan,"0,798",1813.636
4197,Holy See,2018,nan,nan,"0,81",1840.909
4198,Holy See,2019,nan,nan,"0,815",1852.273
4199,Holy See,2020,nan,nan,"0,809",1838.636
4200,Honduras,2001,"3,358,624","3,393,288","6,751,912",60.344
4201,Honduras,2002,"3,447,856","3,481,411","6,929,267",61.929
4202,Honduras,2003,"3,537,044","3,569,279","7,106,323",63.512
4203,Honduras,2004,"3,626,103","3656,85","7,282,953",65.09
4204,Honduras,2005,"3,714,932","3744,05","7,458,982",66.664
4205,Honduras,2006,"3,803,456","3,830,839","7,634,295",68.23
4206,Honduras,2007,"3,891,488","3,917,032","7808,52",69.787
4207,Honduras,2008,"3,978,643","4,002,312","7,980,955",71.329
4208,Honduras,2009,"4,064,461","4,086,319","8150,78",72.846
4209,Honduras,2010,"4,148,644","4,168,823","8,317,467",74.336
4210,Honduras,2011,"4231,0","4249,67","8480,67",75.795
4211,Honduras,2012,"4,311,692","4329,0","8,640,692",77.225
4212,Honduras,2013,"4,391,237","4,407,287","8,798,524",78.635
4213,Honduras,2014,"4,470,384","4,485,195","8,955,579",80.039
4214,Honduras,2015,"4,549,686","4,563,218","9,112,904",81.445
4215,Honduras,2016,"4,629,297","4,641,497","9,270,794",82.856
4216,Honduras,2017,"4,709,093","4,719,923","9,429,016",84.27
4217,Honduras,2018,"4,789,031","4,798,492","9,587,523",85.687
4218,Honduras,2019,"4,868,994","4,877,121","9,746,115",87.104
4219,Honduras,2020,"4948,88","4,955,728","9,904,608",88.521
4220,Hungary,2001,"4,846,373","5,347,078","10,193,451",112.597
4221,Hungary,2002,"4,830,998","5,336,288","10,167,286",112.308
4222,Hungary,2003,"4,816,102","5,325,239","10,141,341",112.022
4223,Hungary,2004,"4,801,245","5,313,236","10,114,481",111.725
4224,Hungary,2005,"4,786,137","5,299,805","10,085,942",111.41
4225,Hungary,2006,"4,770,751","5,284,906","10,055,657",111.075
4226,Hungary,2007,"4,755,309","5,268,849","10,024,158",110.727
4227,Hungary,2008,"4,739,965","5,251,902","9,991,867",110.371
4228,Hungary,2009,"4,724,961","5,234,478","9,959,439",110.013
4229,Hungary,2010,"4,710,471","5,216,909","9927,38",109.658
4230,Hungary,2011,"4,696,484","5,199,205","9,895,689",109.308
4231,Hungary,2012,"4,682,975","5,181,388","9,864,363",108.962
4232,Hungary,2013,"4,670,088","5,163,835","9,833,923",108.626
4233,Hungary,2014,"4,657,973","5,147,018","9,804,991",108.307
4234,Hungary,2015,"4,646,716","5,131,209","9,777,925",108.008
4235,Hungary,2016,"4,636,375","5,116,595","9752,97",107.732
4236,Hungary,2017,"4,626,816","5,103,006","9,729,822",107.476
4237,Hungary,2018,"4,617,623","5,089,879","9,707,502",107.23
4238,Hungary,2019,"4608,25","5076,43","9684,68",106.978
4239,Hungary,2020,"4,598,288","5,062,062","9660,35",106.709
4240,Iceland,2001,"141,57","141,34","282,91",2.822
4241,Iceland,2002,"142,809","142,52","285,329",2.846
4242,Iceland,2003,"144,174","143,781","287,955",2.872
4243,Iceland,2004,"145,843","145,259","291,102",2.904
4244,Iceland,2005,"147,906","147,07","294,976",2.942
4245,Iceland,2006,"150,454","149,273","299,727",2.99
4246,Iceland,2007,"153,387","151,794","305,181",3.044
4247,Iceland,2008,"156,427","154,428","310,855",3.101
4248,Iceland,2009,"159,18","156,877","316,057",3.153
4249,Iceland,2010,"161,382","158,96","320,342",3.195
4250,Iceland,2011,"162,904","160,567","323,471",3.227
4251,Iceland,2012,"163,852","161,79","325,642",3.248
4252,Iceland,2013,"164,446","162,748","327,194",3.264
4253,Iceland,2014,"164,973","163,619","328,592",3.278
4254,Iceland,2015,"165,685","164,552","330,237",3.294
4255,Iceland,2016,"166,644","165,565","332,209",3.314
4256,Iceland,2017,"167,761","166,634","334,395",3.336
4257,Iceland,2018,"168,99","167,722","336,712",3.359
4258,Iceland,2019,"170,23","168,807","339,037",3.382
4259,Iceland,2020,"171,405","169,845","341,25",3.404
4260,India,2001,"559,042,845","515,957,249","1,075,000,094",361.565
4261,India,2002,"568640,65","524,676,537","1,093,317,187",367.725
4262,India,2003,"578,176,499","533,346,647","1,111,523,146",373.849
4263,India,2004,"587,649,484","541,973,982","1,129,623,466",379.937
4264,India,2005,"597,052,213","550,557,711","1,147,609,924",385.986
4265,India,2006,"606,386,475","559,099,816","1,165,486,291",391.999
4266,India,2007,"615629,52","567,579,951","1,183,209,471",397.96
4267,India,2008,"624,720,983","575,948,779","1,200,669,762",403.832
4268,India,2009,"633,583,576","584,142,641","1,217,726,217",409.569
4269,India,2010,"642,164,181","592,116,982","1,234,281,163",415.137
4270,India,2011,"650,436,593","599,851,346","1,250,287,939",420.521
4271,India,2012,"658,420,351","607,359,892","1,265,780,243",425.731
4272,India,2013,"666,165,661","614,676,458","1,280,842,119",430.797
4273,India,2014,"673747,77","621,852,998","1,295,600,768",435.761
4274,India,2015,"681,223,332","628929,06","1,310,152,392",440.655
4275,India,2016,"688,604,687","635,912,563","1324517,25",445.487
4276,India,2017,"695,880,522","642,796,257","1,338,676,779",450.249
4277,India,2018,"703055,58","649,586,703","1,352,642,283",454.946
4278,India,2019,"710,129,572","656,288,184","1,366,417,756",459.58
4279,India,2020,"717100,97","662,903,415","1,380,004,385",464.149
4280,Indonesia,2001,"107,361,267","107,066,152","214,427,419",118.366
4281,Indonesia,2002,"108,887,177","108,470,613","217357,79",119.983
4282,Indonesia,2003,"110,433,476","109,875,997","220,309,473",121.612
4283,Indonesia,2004,"112,001,701","111,283,965","223,285,666",123.255
4284,Indonesia,2005,"113,592,387","112,697,081","226,289,468",124.913
4285,Indonesia,2006,"115,204,868","114,113,394","229,318,262",126.585
4286,Indonesia,2007,"116,837,197","115,537,042","232,374,239",128.272
4287,Indonesia,2008,"118,486,533","116,983,222","235,469,755",129.981
4288,Indonesia,2009,"120,149,067","118,471,487","238,620,554",131.72
4289,Indonesia,2010,"121,820,505","120,013,721","241,834,226",133.494
4290,Indonesia,2011,"123,499,269","121,616,719","245,115,988",135.306
4291,Indonesia,2012,"125,181,058","123,270,656","248,451,714",137.147
4292,Indonesia,2013,"126,855,422","124,949,892","251,805,314",138.998
4293,Indonesia,2014,"128,509,365","126,618,711","255,128,076",140.833
4294,Indonesia,2015,"130,132,842","128,250,415","258,383,257",142.629
4295,Indonesia,2016,"131,720,864","129,835,522","261,556,386",144.381
4296,Indonesia,2017,"133,272,786","131,378,183","264,650,969",146.089
4297,Indonesia,2018,"134,788,497","132,882,052","267,670,549",147.756
4298,Indonesia,2019,"136,269,761","134,355,806","270,625,567",149.387
4299,Indonesia,2020,"137,717,861","135805,76","273,523,621",150.987
4300,Iran (Islamic Republic of),2001,"33,813,998","32,635,113","66,449,111",40.803
4301,Iran (Islamic Republic of),2002,"34,252,349","33,032,452","67,284,801",41.316
4302,Iran (Islamic Republic of),2003,"34,689,329","33,433,618","68,122,947",41.83
4303,Iran (Islamic Republic of),2004,"35105,75","33,845,529","68,951,279",42.339
4304,Iran (Islamic Republic of),2005,"35,489,609","34,272,736","69,762,345",42.837
4305,Iran (Islamic Republic of),2006,"35,834,475","34,720,281","70,554,756",43.324
4306,Iran (Islamic Republic of),2007,"36,149,941","35,186,535","71,336,476",43.804
4307,Iran (Islamic Republic of),2008,"36,459,379","35,661,229","72,120,608",44.285
4308,Iran (Islamic Republic of),2009,"36,795,158","36,129,675","72,924,833",44.779
4309,Iran (Islamic Republic of),2010,"37180,19","36,582,329","73,762,519",45.293
4310,Iran (Islamic Republic of),2011,"37,622,122","37,012,837","74,634,959",45.829
4311,Iran (Islamic Republic of),2012,"38,112,878","37,427,003","75,539,881",46.385
4312,Iran (Islamic Republic of),2013,"38,640,056","37,841,907","76,481,963",46.963
4313,Iran (Islamic Republic of),2014,"39,184,203","38,281,566","77,465,769",47.567
4314,Iran (Islamic Republic of),2015,"39,730,143","38,762,065","78,492,208",48.198
4315,Iran (Islamic Republic of),2016,"40,274,534","39,289,457","79,563,991",48.856
4316,Iran (Islamic Republic of),2017,"40,818,986","39,854,902","80,673,888",49.537
4317,Iran (Islamic Republic of),2018,"41,358,895","40,441,309","81,800,204",50.229
4318,Iran (Islamic Republic of),2019,"41889,89","41,024,003","82,913,893",50.913
4319,Iran (Islamic Republic of),2020,"42,408,406","41,584,547","83,992,953",51.575
4320,Iraq,2001,"12,214,371","11,993,807","24,208,178",55.738
4321,Iraq,2002,"12,583,917","12,348,005","24,931,922",57.404
4322,Iraq,2003,"12,948,137","12,696,366","25,644,503",59.045
4323,Iraq,2004,"13,289,867","13,023,971","26,313,838",60.586
4324,Iraq,2005,"13,599,537","13,322,742","26,922,279",61.987
4325,Iraq,2006,"13,865,899","13,582,225","27,448,124",63.198
4326,Iraq,2007,"14,099,293","13,811,949","27,911,242",64.264
4327,Iraq,2008,"14,337,817","14,047,922","28,385,739",65.357
4328,Iraq,2009,"14,633,765","14,339,392","28,973,157",66.709
4329,Iraq,2010,"15,022,419","14,719,558","29,741,977",68.479
4330,Iraq,2011,"15,520,711","15,204,594","30,725,305",70.743
4331,Iraq,2012,"16,111,683","15,778,329","31,890,012",73.425
4332,Iraq,2013,"16,755,233","16,401,828","33,157,061",76.342
4333,Iraq,2014,"17,393,213","17,018,736","34,411,949",79.232
4334,Iraq,2015,"17,983,741","17,588,528","35,572,269",81.903
4335,Iraq,2016,"18,512,965","18,097,667","36,610,632",84.294
4336,Iraq,2017,"18,993,936","18,558,853","37,552,789",86.463
4337,Iraq,2018,"19,444,067","18,989,537","38,433,604",88.491
4338,Iraq,2019,"19,891,814","19,417,975","39,309,789",90.509
4339,Iraq,2020,"20,357,778","19,864,725","40,222,503",92.61
4340,Ireland,2001,"1,911,706","1,930,547","3,842,253",55.774
4341,Ireland,2002,"1,946,692","1,961,303","3,907,995",56.728
4342,Ireland,2003,"1,984,854","1,995,223","3,980,077",57.774
4343,Ireland,2004,"2,025,362","2,032,769","4,058,131",58.907
4344,Ireland,2005,"2,067,315","2,073,903","4,141,218",60.113
4345,Ireland,2006,"2,111,195","2,119,424","4,230,619",61.411
4346,Ireland,2007,"2,156,344","2,168,305","4,324,649",62.776
4347,Ireland,2008,"2,199,352","2,216,519","4,415,871",64.1
4348,Ireland,2009,"2,235,827","2,258,745","4,494,572",65.243
4349,Ireland,2010,"2,262,942","2,291,388","4554,33",66.11
4350,Ireland,2011,"2,278,713","2,312,402","4,591,115",66.644
4351,Ireland,2012,"2,284,748","2,323,451","4,608,199",66.892
4352,Ireland,2013,"2,286,216","2329,21","4,615,426",66.997
4353,Ireland,2014,"2,290,426","2,336,426","4,626,852",67.163
4354,Ireland,2015,"2,302,544","2,349,876","4652,42",67.534
4355,Ireland,2016,"2,324,524","2,371,266","4695,79",68.164
4356,Ireland,2017,"2,354,447","2,398,834","4,753,281",68.998
4357,Ireland,2018,"2,388,843","2,429,851","4,818,694",69.948
4358,Ireland,2019,"2,422,418","2460,08","4,882,498",70.874
4359,Ireland,2020,"2,451,349","2,486,447","4,937,796",71.677
4360,Isle of Man,2001,nan,nan,"77,707",136.328
4361,Isle of Man,2002,nan,nan,"78,318",137.4
4362,Isle of Man,2003,nan,nan,"78,878",138.382
4363,Isle of Man,2004,nan,nan,"79,515",139.5
4364,Isle of Man,2005,nan,nan,"80,293",140.865
4365,Isle of Man,2006,nan,nan,"81,283",142.602
4366,Isle of Man,2007,nan,nan,"82,406",144.572
4367,Isle of Man,2008,nan,nan,"83,515",146.518
4368,Isle of Man,2009,nan,nan,"84,379",148.033
4369,Isle of Man,2010,nan,nan,"84,856",148.87
4370,Isle of Man,2011,nan,nan,"84,889",148.928
4371,Isle of Man,2012,nan,nan,"84,534",148.305
4372,Isle of Man,2013,nan,nan,"83,985",147.342
4373,Isle of Man,2014,nan,nan,"83,488",146.47
4374,Isle of Man,2015,nan,nan,"83,232",146.021
4375,Isle of Man,2016,nan,nan,"83,296",146.133
4376,Isle of Man,2017,nan,nan,"83,61",146.684
4377,Isle of Man,2018,nan,nan,"84,073",147.496
4378,Isle of Man,2019,nan,nan,"84,589",148.402
4379,Isle of Man,2020,nan,nan,"85,032",149.179
4380,Israel,2001,"2,986,543","3,074,136","6,060,679",280.068
4381,Israel,2002,"3,040,643","3,128,668","6,169,311",285.088
4382,Israel,2003,"3,095,189","3,183,185","6,278,374",290.128
4383,Israel,2004,"3,154,277","3,242,234","6,396,511",295.587
4384,Israel,2005,"3,220,635","3,308,835","6529,47",301.732
4385,Israel,2006,"3,295,831","3384,81","6,680,641",308.717
4386,Israel,2007,"3,378,496","3,468,652","6,847,148",316.412
4387,Israel,2008,"3,464,822","3556,01","7,020,832",324.438
4388,Israel,2009,"3,549,375","3,640,662","7,190,037",332.257
4389,Israel,2010,"3,628,248","3,718,198","7,346,446",339.485
4390,Israel,2011,"3,700,073","3,787,022","7,487,095",345.984
4391,Israel,2012,"3,766,191","3,848,755","7,614,946",351.892
4392,Israel,2013,"3828,82","3,906,014","7,734,834",357.432
4393,Israel,2014,"3,891,374","3,962,842","7,854,216",362.949
4394,Israel,2015,"3,956,334","4,022,162","7,978,496",368.692
4395,Israel,2016,"4024,28","4,084,704","8,108,984",374.722
4396,Israel,2017,"4,094,342","4,149,507","8,243,849",380.954
4397,Israel,2018,"4,165,766","4,215,741","8,381,507",387.315
4398,Israel,2019,"4,237,327","4,282,046","8,519,373",393.686
4399,Israel,2020,"4,308,117","4,347,424","8,655,541",399.979
4400,Italy,2001,"27,534,288","29340,86","56,875,148",193.361
4401,Italy,2002,"27,706,391","29476,13","57,182,521",194.406
4402,Italy,2003,"27,919,222","29,645,367","57,564,589",195.705
4403,Italy,2004,"28,126,662","29,821,759","57,948,421",197.01
4404,Italy,2005,"28,295,735","29,985,474","58,281,209",198.141
4405,Italy,2006,"28,413,404","30,129,215","58,542,619",199.03
4406,Italy,2007,"28,490,431","30,257,431","58,747,862",199.728
4407,Italy,2008,"28,546,205","30,375,911","58,922,116",200.32
4408,Italy,2009,"28,610,738","30,494,884","59,105,622",200.944
4409,Italy,2010,"28,704,537","30,620,695","59,325,232",201.69
4410,Italy,2011,"28,833,829","30,755,241","59589,07",202.587
4411,Italy,2012,"28,987,438","30,892,031","59,879,469",203.575
4412,Italy,2013,"29,147,739","31,019,089","60,166,828",204.552
4413,Italy,2014,"29,289,347","31,120,275","60,409,622",205.377
4414,Italy,2015,"29,394,123","31,184,366","60,578,489",205.951
4415,Italy,2016,"29,456,255","31,206,813","60,663,068",206.239
4416,Italy,2017,"29481,8","31,191,894","60,673,694",206.275
4417,Italy,2018,"29,479,008","31,148,283","60,627,291",206.117
4418,Italy,2019,"29,461,035","31,089,057","60,550,092",205.855
4419,Italy,2020,"29,437,725","31,024,103","60,461,828",205.555
4420,Jamaica,2001,"1,329,828","1,344,878","2,674,706",246.972
4421,Jamaica,2002,"1337,59","1,355,253","2,692,843",248.647
